,Unnamed: 0,Return,Return60,Hit Rate,Trade Time,Holding Period,Method Condition0,Method Condition1,Method Condition2,Tech Method,Method Condition3,Method Condition4
0,0,-85.23306793015746,0.0,0.4736842105263157,266,0.0037593984962406,3.0,1.0,1.0,BB,,
1,1,-81.33206620953146,0.0,0.4686192468619247,239,0.00418410041841,3.0,1.0,1.2,BB,,
2,2,-42.21528338795336,0.0,0.5222222222222223,90,0.0444444444444444,3.0,1.0,1.4,BB,,
3,3,0.0,0.0,0.0,0,0.0,3.0,1.0,1.6,BB,,
4,4,0.0,0.0,0.0,0,0.0,3.0,1.0,1.7999999999999998,BB,,
5,5,0.0,0.0,0.0,0,0.0,3.0,1.0,2.0,BB,,
6,6,-85.23306793015746,0.0,0.4736842105263157,266,0.0037593984962406,3.0,1.2,1.0,BB,,
7,7,-81.33206620953146,0.0,0.4686192468619247,239,0.00418410041841,3.0,1.2,1.2,BB,,
8,8,-42.21528338795336,0.0,0.5222222222222223,90,0.0444444444444444,3.0,1.2,1.4,BB,,
9,9,0.0,0.0,0.0,0,0.0,3.0,1.2,1.6,BB,,
10,10,0.0,0.0,0.0,0,0.0,3.0,1.2,1.7999999999999998,BB,,
11,11,0.0,0.0,0.0,0,0.0,3.0,1.2,2.0,BB,,
12,12,-85.23306793015746,0.0,0.4736842105263157,266,0.0037593984962406,3.0,1.4,1.0,BB,,
13,13,-81.33206620953146,0.0,0.4686192468619247,239,0.00418410041841,3.0,1.4,1.2,BB,,
14,14,-42.21528338795336,0.0,0.5222222222222223,90,0.0444444444444444,3.0,1.4,1.4,BB,,
15,15,0.0,0.0,0.0,0,0.0,3.0,1.4,1.6,BB,,
16,16,0.0,0.0,0.0,0,0.0,3.0,1.4,1.7999999999999998,BB,,
17,17,0.0,0.0,0.0,0,0.0,3.0,1.4,2.0,BB,,
18,18,-85.23306793015746,0.0,0.4736842105263157,266,0.0037593984962406,3.0,1.6,1.0,BB,,
19,19,-81.33206620953146,0.0,0.4686192468619247,239,0.00418410041841,3.0,1.6,1.2,BB,,
20,20,-42.21528338795336,0.0,0.5222222222222223,90,0.0444444444444444,3.0,1.6,1.4,BB,,
21,21,0.0,0.0,0.0,0,0.0,3.0,1.6,1.6,BB,,
22,22,0.0,0.0,0.0,0,0.0,3.0,1.6,1.7999999999999998,BB,,
23,23,0.0,0.0,0.0,0,0.0,3.0,1.6,2.0,BB,,
24,24,-85.23306793015746,0.0,0.4736842105263157,266,0.0037593984962406,3.0,1.7999999999999998,1.0,BB,,
25,25,-81.33206620953146,0.0,0.4686192468619247,239,0.00418410041841,3.0,1.7999999999999998,1.2,BB,,
26,26,-42.21528338795336,0.0,0.5222222222222223,90,0.0444444444444444,3.0,1.7999999999999998,1.4,BB,,
27,27,0.0,0.0,0.0,0,0.0,3.0,1.7999999999999998,1.6,BB,,
28,28,0.0,0.0,0.0,0,0.0,3.0,1.7999999999999998,1.7999999999999998,BB,,
29,29,0.0,0.0,0.0,0,0.0,3.0,1.7999999999999998,2.0,BB,,
30,30,-85.23306793015746,0.0,0.4736842105263157,266,0.0037593984962406,3.0,2.0,1.0,BB,,
31,31,-81.33206620953146,0.0,0.4686192468619247,239,0.00418410041841,3.0,2.0,1.2,BB,,
32,32,-42.21528338795336,0.0,0.5222222222222223,90,0.0444444444444444,3.0,2.0,1.4,BB,,
33,33,0.0,0.0,0.0,0,0.0,3.0,2.0,1.6,BB,,
34,34,0.0,0.0,0.0,0,0.0,3.0,2.0,1.7999999999999998,BB,,
35,35,0.0,0.0,0.0,0,0.0,3.0,2.0,2.0,BB,,
36,36,-82.02683858841112,0.0,0.4623115577889447,199,0.0050251256281407,4.0,1.0,1.0,BB,,
37,37,-78.22979127390435,0.0,0.4662921348314606,178,0.0056179775280898,4.0,1.0,1.2,BB,,
38,38,-73.63177384117832,0.0,0.4388489208633093,139,0.0071942446043165,4.0,1.0,1.4,BB,,
39,39,-51.55728851374437,0.0,0.4868421052631579,76,0.0263157894736842,4.0,1.0,1.6,BB,,
40,40,0.0,0.0,0.0,0,0.0,4.0,1.0,1.7999999999999998,BB,,
41,41,0.0,0.0,0.0,0,0.0,4.0,1.0,2.0,BB,,
42,42,-82.02683858841112,0.0,0.4623115577889447,199,0.0050251256281407,4.0,1.2,1.0,BB,,
43,43,-78.22979127390435,0.0,0.4662921348314606,178,0.0056179775280898,4.0,1.2,1.2,BB,,
44,44,-73.63177384117832,0.0,0.4388489208633093,139,0.0071942446043165,4.0,1.2,1.4,BB,,
45,45,-51.55728851374437,0.0,0.4868421052631579,76,0.0263157894736842,4.0,1.2,1.6,BB,,
46,46,0.0,0.0,0.0,0,0.0,4.0,1.2,1.7999999999999998,BB,,
47,47,0.0,0.0,0.0,0,0.0,4.0,1.2,2.0,BB,,
48,48,-82.02683858841112,0.0,0.4623115577889447,199,0.0050251256281407,4.0,1.4,1.0,BB,,
49,49,-78.22979127390435,0.0,0.4662921348314606,178,0.0056179775280898,4.0,1.4,1.2,BB,,
50,50,-73.63177384117832,0.0,0.4388489208633093,139,0.0071942446043165,4.0,1.4,1.4,BB,,
51,51,-51.55728851374437,0.0,0.4868421052631579,76,0.0263157894736842,4.0,1.4,1.6,BB,,
52,52,0.0,0.0,0.0,0,0.0,4.0,1.4,1.7999999999999998,BB,,
53,53,0.0,0.0,0.0,0,0.0,4.0,1.4,2.0,BB,,
54,54,-82.02683858841112,0.0,0.4623115577889447,199,0.0050251256281407,4.0,1.6,1.0,BB,,
55,55,-78.22979127390435,0.0,0.4662921348314606,178,0.0056179775280898,4.0,1.6,1.2,BB,,
56,56,-73.63177384117832,0.0,0.4388489208633093,139,0.0071942446043165,4.0,1.6,1.4,BB,,
57,57,-51.55728851374437,0.0,0.4868421052631579,76,0.0263157894736842,4.0,1.6,1.6,BB,,
58,58,0.0,0.0,0.0,0,0.0,4.0,1.6,1.7999999999999998,BB,,
59,59,0.0,0.0,0.0,0,0.0,4.0,1.6,2.0,BB,,
60,60,-82.02683858841112,0.0,0.4623115577889447,199,0.0050251256281407,4.0,1.7999999999999998,1.0,BB,,
61,61,-78.22979127390435,0.0,0.4662921348314606,178,0.0056179775280898,4.0,1.7999999999999998,1.2,BB,,
62,62,-73.63177384117832,0.0,0.4388489208633093,139,0.0071942446043165,4.0,1.7999999999999998,1.4,BB,,
63,63,-51.55728851374437,0.0,0.4868421052631579,76,0.0263157894736842,4.0,1.7999999999999998,1.6,BB,,
64,64,0.0,0.0,0.0,0,0.0,4.0,1.7999999999999998,1.7999999999999998,BB,,
65,65,0.0,0.0,0.0,0,0.0,4.0,1.7999999999999998,2.0,BB,,
66,66,-82.02683858841112,0.0,0.4623115577889447,199,0.0050251256281407,4.0,2.0,1.0,BB,,
67,67,-78.22979127390435,0.0,0.4662921348314606,178,0.0056179775280898,4.0,2.0,1.2,BB,,
68,68,-73.63177384117832,0.0,0.4388489208633093,139,0.0071942446043165,4.0,2.0,1.4,BB,,
69,69,-51.55728851374437,0.0,0.4868421052631579,76,0.0263157894736842,4.0,2.0,1.6,BB,,
70,70,0.0,0.0,0.0,0,0.0,4.0,2.0,1.7999999999999998,BB,,
71,71,0.0,0.0,0.0,0,0.0,4.0,2.0,2.0,BB,,
72,72,-73.5735123390046,0.0,0.5027932960893855,179,0.0055865921787709,5.0,1.0,1.0,BB,,
73,73,-73.24167787881957,0.0,0.4873417721518987,158,0.0126582278481012,5.0,1.0,1.2,BB,,
74,74,-72.31572179704777,0.0,0.4598540145985401,137,0.0145985401459854,5.0,1.0,1.4,BB,,
75,75,-65.88258226368862,0.0,0.49,100,0.03,5.0,1.0,1.6,BB,,
76,76,-56.302993606856845,0.0,0.46,50,0.06,5.0,1.0,1.7999999999999998,BB,,
77,77,0.0,0.0,0.0,0,0.0,5.0,1.0,2.0,BB,,
78,78,-73.5735123390046,0.0,0.5027932960893855,179,0.0055865921787709,5.0,1.2,1.0,BB,,
79,79,-73.24167787881957,0.0,0.4873417721518987,158,0.0126582278481012,5.0,1.2,1.2,BB,,
80,80,-72.31572179704777,0.0,0.4598540145985401,137,0.0145985401459854,5.0,1.2,1.4,BB,,
81,81,-65.88258226368862,0.0,0.49,100,0.03,5.0,1.2,1.6,BB,,
82,82,-56.302993606856845,0.0,0.46,50,0.06,5.0,1.2,1.7999999999999998,BB,,
83,83,0.0,0.0,0.0,0,0.0,5.0,1.2,2.0,BB,,
84,84,-73.5735123390046,0.0,0.5027932960893855,179,0.0055865921787709,5.0,1.4,1.0,BB,,
85,85,-73.24167787881957,0.0,0.4873417721518987,158,0.0126582278481012,5.0,1.4,1.2,BB,,
86,86,-72.31572179704777,0.0,0.4598540145985401,137,0.0145985401459854,5.0,1.4,1.4,BB,,
87,87,-65.88258226368862,0.0,0.49,100,0.03,5.0,1.4,1.6,BB,,
88,88,-56.302993606856845,0.0,0.46,50,0.06,5.0,1.4,1.7999999999999998,BB,,
89,89,0.0,0.0,0.0,0,0.0,5.0,1.4,2.0,BB,,
90,90,-73.5735123390046,0.0,0.5027932960893855,179,0.0055865921787709,5.0,1.6,1.0,BB,,
91,91,-73.24167787881957,0.0,0.4873417721518987,158,0.0126582278481012,5.0,1.6,1.2,BB,,
92,92,-72.31572179704777,0.0,0.4598540145985401,137,0.0145985401459854,5.0,1.6,1.4,BB,,
93,93,-65.88258226368862,0.0,0.49,100,0.03,5.0,1.6,1.6,BB,,
94,94,-56.302993606856845,0.0,0.46,50,0.06,5.0,1.6,1.7999999999999998,BB,,
95,95,0.0,0.0,0.0,0,0.0,5.0,1.6,2.0,BB,,
96,96,-73.5735123390046,0.0,0.5027932960893855,179,0.0055865921787709,5.0,1.7999999999999998,1.0,BB,,
97,97,-73.24167787881957,0.0,0.4873417721518987,158,0.0126582278481012,5.0,1.7999999999999998,1.2,BB,,
98,98,-72.31572179704777,0.0,0.4598540145985401,137,0.0145985401459854,5.0,1.7999999999999998,1.4,BB,,
99,99,-65.88258226368862,0.0,0.49,100,0.03,5.0,1.7999999999999998,1.6,BB,,
100,100,-56.302993606856845,0.0,0.46,50,0.06,5.0,1.7999999999999998,1.7999999999999998,BB,,
101,101,0.0,0.0,0.0,0,0.0,5.0,1.7999999999999998,2.0,BB,,
102,102,-73.5735123390046,0.0,0.5027932960893855,179,0.0055865921787709,5.0,2.0,1.0,BB,,
103,103,-73.24167787881957,0.0,0.4873417721518987,158,0.0126582278481012,5.0,2.0,1.2,BB,,
104,104,-72.31572179704777,0.0,0.4598540145985401,137,0.0145985401459854,5.0,2.0,1.4,BB,,
105,105,-65.88258226368862,0.0,0.49,100,0.03,5.0,2.0,1.6,BB,,
106,106,-56.302993606856845,0.0,0.46,50,0.06,5.0,2.0,1.7999999999999998,BB,,
107,107,0.0,0.0,0.0,0,0.0,5.0,2.0,2.0,BB,,
108,108,-67.24384703140542,0.0,0.5424836601307189,153,0.0065359477124183,6.0,1.0,1.0,BB,,
109,109,-64.66697295167614,0.0,0.5285714285714286,140,0.0071428571428571,6.0,1.0,1.2,BB,,
110,110,-68.14134465884149,0.0,0.5128205128205128,117,0.0683760683760683,6.0,1.0,1.4,BB,,
111,111,-63.46755967168964,0.0,0.5051546391752577,97,0.0824742268041237,6.0,1.0,1.6,BB,,
112,112,-48.05654878014462,0.0,0.5,62,0.1290322580645161,6.0,1.0,1.7999999999999998,BB,,
113,113,-40.324075555551495,0.0,0.4285714285714285,28,0.1071428571428571,6.0,1.0,2.0,BB,,
114,114,-67.24384703140542,0.0,0.5424836601307189,153,0.0065359477124183,6.0,1.2,1.0,BB,,
115,115,-64.66697295167614,0.0,0.5285714285714286,140,0.0071428571428571,6.0,1.2,1.2,BB,,
116,116,-68.14134465884149,0.0,0.5128205128205128,117,0.0683760683760683,6.0,1.2,1.4,BB,,
117,117,-63.46755967168964,0.0,0.5051546391752577,97,0.0824742268041237,6.0,1.2,1.6,BB,,
118,118,-48.05654878014462,0.0,0.5,62,0.1290322580645161,6.0,1.2,1.7999999999999998,BB,,
119,119,-40.324075555551495,0.0,0.4285714285714285,28,0.1071428571428571,6.0,1.2,2.0,BB,,
120,120,-67.24384703140542,0.0,0.5424836601307189,153,0.0065359477124183,6.0,1.4,1.0,BB,,
121,121,-64.66697295167614,0.0,0.5285714285714286,140,0.0071428571428571,6.0,1.4,1.2,BB,,
122,122,-68.14134465884149,0.0,0.5128205128205128,117,0.0683760683760683,6.0,1.4,1.4,BB,,
123,123,-63.46755967168964,0.0,0.5051546391752577,97,0.0824742268041237,6.0,1.4,1.6,BB,,
124,124,-48.05654878014462,0.0,0.5,62,0.1290322580645161,6.0,1.4,1.7999999999999998,BB,,
125,125,-40.324075555551495,0.0,0.4285714285714285,28,0.1071428571428571,6.0,1.4,2.0,BB,,
126,126,-67.24384703140542,0.0,0.5424836601307189,153,0.0065359477124183,6.0,1.6,1.0,BB,,
127,127,-64.66697295167614,0.0,0.5285714285714286,140,0.0071428571428571,6.0,1.6,1.2,BB,,
128,128,-68.14134465884149,0.0,0.5128205128205128,117,0.0683760683760683,6.0,1.6,1.4,BB,,
129,129,-63.46755967168964,0.0,0.5051546391752577,97,0.0824742268041237,6.0,1.6,1.6,BB,,
130,130,-48.05654878014462,0.0,0.5,62,0.1290322580645161,6.0,1.6,1.7999999999999998,BB,,
131,131,-40.324075555551495,0.0,0.4285714285714285,28,0.1071428571428571,6.0,1.6,2.0,BB,,
132,132,-67.24384703140542,0.0,0.5424836601307189,153,0.0065359477124183,6.0,1.7999999999999998,1.0,BB,,
133,133,-64.66697295167614,0.0,0.5285714285714286,140,0.0071428571428571,6.0,1.7999999999999998,1.2,BB,,
134,134,-68.14134465884149,0.0,0.5128205128205128,117,0.0683760683760683,6.0,1.7999999999999998,1.4,BB,,
135,135,-63.46755967168964,0.0,0.5051546391752577,97,0.0824742268041237,6.0,1.7999999999999998,1.6,BB,,
136,136,-48.05654878014462,0.0,0.5,62,0.1290322580645161,6.0,1.7999999999999998,1.7999999999999998,BB,,
137,137,-40.324075555551495,0.0,0.4285714285714285,28,0.1071428571428571,6.0,1.7999999999999998,2.0,BB,,
138,138,-67.24384703140542,0.0,0.5424836601307189,153,0.0065359477124183,6.0,2.0,1.0,BB,,
139,139,-64.66697295167614,0.0,0.5285714285714286,140,0.0071428571428571,6.0,2.0,1.2,BB,,
140,140,-68.14134465884149,0.0,0.5128205128205128,117,0.0683760683760683,6.0,2.0,1.4,BB,,
141,141,-63.46755967168964,0.0,0.5051546391752577,97,0.0824742268041237,6.0,2.0,1.6,BB,,
142,142,-48.05654878014462,0.0,0.5,62,0.1290322580645161,6.0,2.0,1.7999999999999998,BB,,
143,143,-40.324075555551495,0.0,0.4285714285714285,28,0.1071428571428571,6.0,2.0,2.0,BB,,
144,144,-63.33855408791725,0.0,0.5076923076923077,130,0.0076923076923076,7.0,1.0,1.0,BB,,
145,145,-62.13059292097467,0.0,0.4830508474576271,118,0.0084745762711864,7.0,1.0,1.2,BB,,
146,146,-58.566128771518166,0.0,0.509090909090909,110,0.009090909090909,7.0,1.0,1.4,BB,,
147,147,-55.33778749300249,0.0,0.4827586206896552,87,0.0459770114942528,7.0,1.0,1.6,BB,,
148,148,-48.69784116771657,0.0,0.5151515151515151,66,0.1212121212121212,7.0,1.0,1.7999999999999998,BB,,
149,149,-35.89809192051543,0.0,0.4666666666666667,45,0.0666666666666666,7.0,1.0,2.0,BB,,
150,150,-63.33855408791725,0.0,0.5076923076923077,130,0.0076923076923076,7.0,1.2,1.0,BB,,
151,151,-62.13059292097467,0.0,0.4830508474576271,118,0.0084745762711864,7.0,1.2,1.2,BB,,
152,152,-58.566128771518166,0.0,0.509090909090909,110,0.009090909090909,7.0,1.2,1.4,BB,,
