,Unnamed: 0,Return,Return60,Hit Rate,Trade Time,Holding Period,Method Condition0,Method Condition1,Method Condition2,Tech Method,Method Condition3,Method Condition4
0,0,-99.82311534500266,0.0,0.3925619834710744,242,0.012396694214876,3.0,1.0,1.0,BB,,
1,1,-99.6998605819036,0.0,0.4018691588785046,214,0.014018691588785,3.0,1.0,1.2,BB,,
2,2,-94.6166044541427,0.0,0.3563218390804598,87,0.0344827586206896,3.0,1.0,1.4,BB,,
3,3,0.0,0.0,0.0,0,0.0,3.0,1.0,1.6,BB,,
4,4,0.0,0.0,0.0,0,0.0,3.0,1.0,1.7999999999999998,BB,,
5,5,0.0,0.0,0.0,0,0.0,3.0,1.0,2.0,BB,,
6,6,-99.82311534500266,0.0,0.3925619834710744,242,0.012396694214876,3.0,1.2,1.0,BB,,
7,7,-99.6998605819036,0.0,0.4018691588785046,214,0.014018691588785,3.0,1.2,1.2,BB,,
8,8,-94.6166044541427,0.0,0.3563218390804598,87,0.0344827586206896,3.0,1.2,1.4,BB,,
9,9,0.0,0.0,0.0,0,0.0,3.0,1.2,1.6,BB,,
10,10,0.0,0.0,0.0,0,0.0,3.0,1.2,1.7999999999999998,BB,,
11,11,0.0,0.0,0.0,0,0.0,3.0,1.2,2.0,BB,,
12,12,-99.82311534500266,0.0,0.3925619834710744,242,0.012396694214876,3.0,1.4,1.0,BB,,
13,13,-99.6998605819036,0.0,0.4018691588785046,214,0.014018691588785,3.0,1.4,1.2,BB,,
14,14,-94.6166044541427,0.0,0.3563218390804598,87,0.0344827586206896,3.0,1.4,1.4,BB,,
15,15,0.0,0.0,0.0,0,0.0,3.0,1.4,1.6,BB,,
16,16,0.0,0.0,0.0,0,0.0,3.0,1.4,1.7999999999999998,BB,,
17,17,0.0,0.0,0.0,0,0.0,3.0,1.4,2.0,BB,,
18,18,-99.82311534500266,0.0,0.3925619834710744,242,0.012396694214876,3.0,1.6,1.0,BB,,
19,19,-99.6998605819036,0.0,0.4018691588785046,214,0.014018691588785,3.0,1.6,1.2,BB,,
20,20,-94.6166044541427,0.0,0.3563218390804598,87,0.0344827586206896,3.0,1.6,1.4,BB,,
21,21,0.0,0.0,0.0,0,0.0,3.0,1.6,1.6,BB,,
22,22,0.0,0.0,0.0,0,0.0,3.0,1.6,1.7999999999999998,BB,,
23,23,0.0,0.0,0.0,0,0.0,3.0,1.6,2.0,BB,,
24,24,-99.82311534500266,0.0,0.3925619834710744,242,0.012396694214876,3.0,1.7999999999999998,1.0,BB,,
25,25,-99.6998605819036,0.0,0.4018691588785046,214,0.014018691588785,3.0,1.7999999999999998,1.2,BB,,
26,26,-94.6166044541427,0.0,0.3563218390804598,87,0.0344827586206896,3.0,1.7999999999999998,1.4,BB,,
27,27,0.0,0.0,0.0,0,0.0,3.0,1.7999999999999998,1.6,BB,,
28,28,0.0,0.0,0.0,0,0.0,3.0,1.7999999999999998,1.7999999999999998,BB,,
29,29,0.0,0.0,0.0,0,0.0,3.0,1.7999999999999998,2.0,BB,,
30,30,-99.82311534500266,0.0,0.3925619834710744,242,0.012396694214876,3.0,2.0,1.0,BB,,
31,31,-99.6998605819036,0.0,0.4018691588785046,214,0.014018691588785,3.0,2.0,1.2,BB,,
32,32,-94.6166044541427,0.0,0.3563218390804598,87,0.0344827586206896,3.0,2.0,1.4,BB,,
33,33,0.0,0.0,0.0,0,0.0,3.0,2.0,1.6,BB,,
34,34,0.0,0.0,0.0,0,0.0,3.0,2.0,1.7999999999999998,BB,,
35,35,0.0,0.0,0.0,0,0.0,3.0,2.0,2.0,BB,,
36,36,-99.11795960923092,0.0,0.3789473684210526,190,0.0157894736842105,4.0,1.0,1.0,BB,,
37,37,-98.50855106483108,0.0,0.4093567251461988,171,0.0175438596491228,4.0,1.0,1.2,BB,,
38,38,-97.28711841299985,0.0,0.4184397163120567,141,0.0212765957446808,4.0,1.0,1.4,BB,,
39,39,-88.36205040355296,0.0,0.4545454545454545,88,0.034090909090909,4.0,1.0,1.6,BB,,
40,40,0.0,0.0,0.0,0,0.0,4.0,1.0,1.7999999999999998,BB,,
41,41,0.0,0.0,0.0,0,0.0,4.0,1.0,2.0,BB,,
42,42,-99.11795960923092,0.0,0.3789473684210526,190,0.0157894736842105,4.0,1.2,1.0,BB,,
43,43,-98.50855106483108,0.0,0.4093567251461988,171,0.0175438596491228,4.0,1.2,1.2,BB,,
44,44,-97.28711841299985,0.0,0.4184397163120567,141,0.0212765957446808,4.0,1.2,1.4,BB,,
45,45,-88.36205040355296,0.0,0.4545454545454545,88,0.034090909090909,4.0,1.2,1.6,BB,,
46,46,0.0,0.0,0.0,0,0.0,4.0,1.2,1.7999999999999998,BB,,
47,47,0.0,0.0,0.0,0,0.0,4.0,1.2,2.0,BB,,
48,48,-99.11795960923092,0.0,0.3789473684210526,190,0.0157894736842105,4.0,1.4,1.0,BB,,
49,49,-98.50855106483108,0.0,0.4093567251461988,171,0.0175438596491228,4.0,1.4,1.2,BB,,
50,50,-97.28711841299985,0.0,0.4184397163120567,141,0.0212765957446808,4.0,1.4,1.4,BB,,
51,51,-88.36205040355296,0.0,0.4545454545454545,88,0.034090909090909,4.0,1.4,1.6,BB,,
52,52,0.0,0.0,0.0,0,0.0,4.0,1.4,1.7999999999999998,BB,,
53,53,0.0,0.0,0.0,0,0.0,4.0,1.4,2.0,BB,,
54,54,-99.11795960923092,0.0,0.3789473684210526,190,0.0157894736842105,4.0,1.6,1.0,BB,,
55,55,-98.50855106483108,0.0,0.4093567251461988,171,0.0175438596491228,4.0,1.6,1.2,BB,,
56,56,-97.28711841299985,0.0,0.4184397163120567,141,0.0212765957446808,4.0,1.6,1.4,BB,,
57,57,-88.36205040355296,0.0,0.4545454545454545,88,0.034090909090909,4.0,1.6,1.6,BB,,
58,58,0.0,0.0,0.0,0,0.0,4.0,1.6,1.7999999999999998,BB,,
59,59,0.0,0.0,0.0,0,0.0,4.0,1.6,2.0,BB,,
60,60,-99.11795960923092,0.0,0.3789473684210526,190,0.0157894736842105,4.0,1.7999999999999998,1.0,BB,,
61,61,-98.50855106483108,0.0,0.4093567251461988,171,0.0175438596491228,4.0,1.7999999999999998,1.2,BB,,
62,62,-97.28711841299985,0.0,0.4184397163120567,141,0.0212765957446808,4.0,1.7999999999999998,1.4,BB,,
63,63,-88.36205040355296,0.0,0.4545454545454545,88,0.034090909090909,4.0,1.7999999999999998,1.6,BB,,
64,64,0.0,0.0,0.0,0,0.0,4.0,1.7999999999999998,1.7999999999999998,BB,,
65,65,0.0,0.0,0.0,0,0.0,4.0,1.7999999999999998,2.0,BB,,
66,66,-99.11795960923092,0.0,0.3789473684210526,190,0.0157894736842105,4.0,2.0,1.0,BB,,
67,67,-98.50855106483108,0.0,0.4093567251461988,171,0.0175438596491228,4.0,2.0,1.2,BB,,
68,68,-97.28711841299985,0.0,0.4184397163120567,141,0.0212765957446808,4.0,2.0,1.4,BB,,
69,69,-88.36205040355296,0.0,0.4545454545454545,88,0.034090909090909,4.0,2.0,1.6,BB,,
70,70,0.0,0.0,0.0,0,0.0,4.0,2.0,1.7999999999999998,BB,,
71,71,0.0,0.0,0.0,0,0.0,4.0,2.0,2.0,BB,,
72,72,-98.6675952180767,0.0,0.4038461538461538,156,0.0192307692307692,5.0,1.0,1.0,BB,,
73,73,-98.29756103280788,0.0,0.3958333333333333,144,0.0208333333333333,5.0,1.0,1.2,BB,,
74,74,-96.8411710530682,0.0,0.4173228346456692,127,0.0236220472440944,5.0,1.0,1.4,BB,,
75,75,-93.63363281293142,0.0,0.4343434343434343,99,0.0505050505050505,5.0,1.0,1.6,BB,,
76,76,-82.66386032557193,0.0,0.3958333333333333,48,0.1041666666666666,5.0,1.0,1.7999999999999998,BB,,
77,77,0.0,0.0,0.0,0,0.0,5.0,1.0,2.0,BB,,
78,78,-98.6675952180767,0.0,0.4038461538461538,156,0.0192307692307692,5.0,1.2,1.0,BB,,
79,79,-98.29756103280788,0.0,0.3958333333333333,144,0.0208333333333333,5.0,1.2,1.2,BB,,
80,80,-96.8411710530682,0.0,0.4173228346456692,127,0.0236220472440944,5.0,1.2,1.4,BB,,
81,81,-93.63363281293142,0.0,0.4343434343434343,99,0.0505050505050505,5.0,1.2,1.6,BB,,
82,82,-82.66386032557193,0.0,0.3958333333333333,48,0.1041666666666666,5.0,1.2,1.7999999999999998,BB,,
83,83,0.0,0.0,0.0,0,0.0,5.0,1.2,2.0,BB,,
84,84,-98.6675952180767,0.0,0.4038461538461538,156,0.0192307692307692,5.0,1.4,1.0,BB,,
85,85,-98.29756103280788,0.0,0.3958333333333333,144,0.0208333333333333,5.0,1.4,1.2,BB,,
86,86,-96.8411710530682,0.0,0.4173228346456692,127,0.0236220472440944,5.0,1.4,1.4,BB,,
87,87,-93.63363281293142,0.0,0.4343434343434343,99,0.0505050505050505,5.0,1.4,1.6,BB,,
88,88,-82.66386032557193,0.0,0.3958333333333333,48,0.1041666666666666,5.0,1.4,1.7999999999999998,BB,,
89,89,0.0,0.0,0.0,0,0.0,5.0,1.4,2.0,BB,,
90,90,-98.6675952180767,0.0,0.4038461538461538,156,0.0192307692307692,5.0,1.6,1.0,BB,,
91,91,-98.29756103280788,0.0,0.3958333333333333,144,0.0208333333333333,5.0,1.6,1.2,BB,,
92,92,-96.8411710530682,0.0,0.4173228346456692,127,0.0236220472440944,5.0,1.6,1.4,BB,,
93,93,-93.63363281293142,0.0,0.4343434343434343,99,0.0505050505050505,5.0,1.6,1.6,BB,,
94,94,-82.66386032557193,0.0,0.3958333333333333,48,0.1041666666666666,5.0,1.6,1.7999999999999998,BB,,
95,95,0.0,0.0,0.0,0,0.0,5.0,1.6,2.0,BB,,
