code,update_time,last_price,open_price,high_price,low_price,prev_close_price,volume,turnover,turnover_rate,suspension,listing_date,lot_size,price_spread,stock_owner,ask_price,bid_price,ask_vol,bid_vol,enable_margin,mortgage_ratio,long_margin_initial_ratio,enable_short_sell,short_sell_rate,short_available_volume,short_margin_initial_ratio,amplitude,avg_price,bid_ask_ratio,volume_ratio,highest52weeks_price,lowest52weeks_price,highest_history_price,lowest_history_price,close_price_5min,after_volume,after_turnover,sec_status,equity_valid,issued_shares,total_market_val,net_asset,net_profit,earning_per_share,outstanding_shares,circular_market_val,net_asset_per_share,ey_ratio,pe_ratio,pb_ratio,pe_ttm_ratio,dividend_ttm,dividend_ratio_ttm,dividend_lfy,dividend_lfy_ratio,wrt_valid,wrt_conversion_ratio,wrt_type,wrt_strike_price,wrt_maturity_date,wrt_end_trade,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,wrt_leverage,wrt_ipop,wrt_break_even_point,wrt_conversion_price,wrt_price_recovery_ratio,wrt_score,wrt_upper_strike_price,wrt_lower_strike_price,wrt_inline_price_status,wrt_issuer_code,option_valid,option_type,strike_time,option_strike_price,option_contract_size,option_open_interest,option_implied_volatility,option_premium,option_delta,option_gamma,option_vega,option_theta,option_rho,option_net_open_interest,option_expiry_date_distance,option_contract_nominal_value,option_owner_lot_multiplier,option_area_type,option_contract_multiplier,index_valid,index_raise_count,index_fall_count,index_equal_count,plate_valid,plate_raise_count,plate_fall_count,plate_equal_count,future_valid,future_last_settle_price,future_position,future_position_change,future_main_contract,future_last_trade_time,trust_valid,trust_dividend_yield,trust_aum,trust_outstanding_units,trust_netAssetValue,trust_premium,trust_assetClass,pre_price,pre_high_price,pre_low_price,pre_volume,pre_turnover,pre_change_val,pre_change_rate,pre_amplitude,after_price,after_high_price,after_low_price,after_change_val,after_change_rate,after_amplitude
HK.00027,2021-03-03 15:08:26,74.0,70.15,74.45,69.95,69.2,14453365,1056535448.0,0.333,False,1991-10-07,1000,0.05,,N/A,N/A,N/A,N/A,False,,,True,6.0164,15000.0,60.0,6.503,73.099,1.639,0.811,80.3,36.55,80.3,-4.68,74.0,0,0.0,NORMAL,True,4344518994,321494405556.0,67422590267.886,-3975234879.51,-0.915,4344518994,321494405556.0,15.519,-0.058,-80.874,4.768,-80.874,0.449,0.61,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00175,2021-03-03 15:08:29,26.0,25.95,26.15,25.55,25.95,31320880,809955287.0,0.319,False,1973-02-23,1000,0.05,,N/A,N/A,N/A,N/A,False,,,True,0.9841,1370000.0,60.0,2.312,25.859,20.297,0.387,36.45,9.75,71.904,-1.172,26.0,0,0.0,NORMAL,True,9818701540,255286240040.0,67670491013.68,9013568013.72,0.918,9818701540,255286240040.0,6.892,0.104,28.322,3.772,35.961,0.235,0.9,0.235,0.903,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00241,2021-03-03 15:08:39,28.35,27.9,28.35,26.65,27.85,24044692,667066024.0,0.179,False,1972-07-06,2000,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,6.104,27.742,-20.58,0.654,30.15,10.8,30.15,0.068,28.05,0,0.0,NORMAL,True,13455640542,381467409365.7,17061752207.256,-13455640.542,-0.001,13455640542,381467409365.7,1.268,0.018,-28350.0,22.358,1181.25,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00268,2021-03-03 15:08:25,27.7,27.6,27.75,26.1,27.6,28851089,775251467.0,0.832,False,2005-07-20,1000,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.0224,205000.0,60.0,5.978,26.87,-44.847,0.872,39.5,8.098,39.5,0.0516348,27.65,0,0.0,NORMAL,True,3468012571,96063948216.7,6460907419.773,412693495.949,0.119,3468012571,96063948216.7,1.863,0.005,232.773,14.868,2518.181,0.012,0.04,0.012,0.043,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00285,2021-03-03 15:07:58,45.75,44.4,45.9,43.55,44.4,5690787,255987866.0,0.253,False,2007-12-20,500,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.0247,229500.0,60.0,5.293,44.982,-57.022,0.497,63.1,10.32223,63.1,0.61979,45.85,0,0.0,NORMAL,True,2253204500,103084105875.0,21707372153.0,1748486692.0,0.776,2253204500,103084105875.0,9.634,0.178,58.956,4.748,26.552,0.078,0.17,0.078,0.17,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00288,2021-03-03 15:08:31,6.95,6.92,6.97,6.85,6.89,21090178,146032202.0,0.143,False,2014-08-05,500,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0648,342000.0,60.0,1.742,6.924,-21.227,0.336,7.755,5.605,9.435,2.52,6.96,0,0.0,NORMAL,True,14745520786,102481369462.7,70070714775.072,11354051005.22,0.77,14745520786,102481369462.7,4.752,0.134,9.025,1.462,10.893,0.315,4.53,0.315,4.532,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00341,2021-03-03 15:01:55,17.08,17.16,17.16,16.86,17.04,470057,7979730.0,0.08,False,1986-07-16,2000,0.02,,N/A,N/A,N/A,N/A,False,,,True,1.1368,28000.0,60.0,1.761,16.976,18.018,0.361,18.3,12.5,25.96,-11.1735,17.06,0,0.0,NORMAL,True,585704033,10003824883.64,2828950479.39,73798708.158,0.126,585704033,10003824883.64,4.83,0.03,135.555,3.536,116.19,0.1,0.59,0.19,1.112,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00345,2021-03-03 14:49:48,32.85,33.0,33.3,32.75,33.15,704898,23264783.0,0.066,False,1994-03-30,2000,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.1743,14000.0,60.0,1.659,33.004,-9.804,0.343,36.6,22.678,46.51,-4.640666,32.85,0,0.0,NORMAL,True,1065151500,34990226775.0,3644948433.0,535771204.5,0.503,1065151500,34990226775.0,3.422,0.184,65.308,9.599,51.895,0.322,0.98,0.322,0.98,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00347,2021-03-03 15:08:24,4.12,3.74,4.13,3.73,3.64,90316553,363867159.0,6.398,False,1997-07-24,2000,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0917,120000.0,60.0,10.989,4.028,-39.017,4.891,4.13,1.708,28.784989,-0.0654615,4.13,0,0.0,NORMAL,True,9405250201,38749630828.12,61491525814.138,1965697292.009,0.209,1411540000,5815544800.0,6.538,0.024,19.712,0.63,25.75,0.062,1.5,0.062,1.504,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00388,2021-03-03 15:08:32,496.0,493.0,499.6,486.8,487.6,4152715,2052406406.0,0.328,False,2000-06-27,100,0.2,,N/A,N/A,N/A,N/A,False,,,False,,,,2.625,494.232,31.818,0.23,587.0,202.29,587.0,-66.2,496.6,0,0.0,NORMAL,True,1267836895,628847099920.0,48918218756.68,11505619822.125,9.075,1267836895,628847099920.0,38.584,0.235,54.655,12.855,54.655,6.684,1.35,6.666,1.343,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
