code,update_time,last_price,open_price,high_price,low_price,prev_close_price,volume,turnover,turnover_rate,suspension,listing_date,lot_size,price_spread,stock_owner,ask_price,bid_price,ask_vol,bid_vol,enable_margin,mortgage_ratio,long_margin_initial_ratio,enable_short_sell,short_sell_rate,short_available_volume,short_margin_initial_ratio,amplitude,avg_price,bid_ask_ratio,volume_ratio,highest52weeks_price,lowest52weeks_price,highest_history_price,lowest_history_price,close_price_5min,after_volume,after_turnover,sec_status,equity_valid,issued_shares,total_market_val,net_asset,net_profit,earning_per_share,outstanding_shares,circular_market_val,net_asset_per_share,ey_ratio,pe_ratio,pb_ratio,pe_ttm_ratio,dividend_ttm,dividend_ratio_ttm,dividend_lfy,dividend_lfy_ratio,wrt_valid,wrt_conversion_ratio,wrt_type,wrt_strike_price,wrt_maturity_date,wrt_end_trade,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,wrt_leverage,wrt_ipop,wrt_break_even_point,wrt_conversion_price,wrt_price_recovery_ratio,wrt_score,wrt_upper_strike_price,wrt_lower_strike_price,wrt_inline_price_status,wrt_issuer_code,option_valid,option_type,strike_time,option_strike_price,option_contract_size,option_open_interest,option_implied_volatility,option_premium,option_delta,option_gamma,option_vega,option_theta,option_rho,option_net_open_interest,option_expiry_date_distance,option_contract_nominal_value,option_owner_lot_multiplier,option_area_type,option_contract_multiplier,index_valid,index_raise_count,index_fall_count,index_equal_count,plate_valid,plate_raise_count,plate_fall_count,plate_equal_count,future_valid,future_last_settle_price,future_position,future_position_change,future_main_contract,future_last_trade_time,trust_valid,trust_dividend_yield,trust_aum,trust_outstanding_units,trust_netAssetValue,trust_premium,trust_assetClass,pre_price,pre_high_price,pre_low_price,pre_volume,pre_turnover,pre_change_val,pre_change_rate,pre_amplitude,after_price,after_high_price,after_low_price,after_change_val,after_change_rate,after_amplitude
HK.00027,2021-04-07 16:08:20,72.35,72.15,73.2,71.75,71.3,9608677,697218355.0,0.221,False,1991-10-07,1000,0.05,,N/A,N/A,N/A,N/A,True,0.0,50.0,False,,,,2.034,72.561,-20.764,1.253,80.3,47.15,80.3,-4.68,71.95,0,0.0,NORMAL,True,4350106651,314730216199.85,67422302983.849,-3971647372.363,-0.913,4350106651,314730216199.85,15.499,-0.058,-79.244,4.668,-79.244,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00175,2021-04-07 16:08:19,20.4,20.7,20.95,20.15,20.55,52390434,1068407181.0,0.534,False,1973-02-23,1000,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,3.893,20.393,0.956,0.842,36.45,10.4,71.904,-1.172,20.25,0,0.0,NORMAL,True,9818701540,200301511416.0,75977112516.52,6607986136.42,0.673,9818701540,200301511416.0,7.738,0.086,30.312,2.636,30.312,0.235,1.15,0.235,1.151,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00241,2021-04-07 16:08:20,22.35,23.25,23.35,22.15,23.15,22667531,510817025.0,0.168,False,1972-07-06,2000,0.05,,N/A,N/A,N/A,N/A,True,0.0,55.00000000000001,True,1.06,738000.0,60.0,5.184,22.535,14.555,0.798,30.15,15.12,30.15,0.068,22.3,0,0.0,NORMAL,True,13487076042,301436149538.7,17061151193.13,-13487076.042,-0.001,13487076042,301436149538.7,1.265,0.018,-22350.0,17.667,931.25,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00268,2021-04-07 16:08:19,25.2,25.9,26.0,24.7,25.05,17244006,434790769.0,0.497,False,2005-07-20,1000,0.05,,N/A,N/A,N/A,N/A,True,0.0,60.0,True,1.04,228000.0,60.0,5.19,25.214,-4.685,0.772,39.5,10.228,39.5,0.0516448,25.1,0,0.0,NORMAL,True,3468762571,87412816789.2,9275471114.854,-398907695.665,-0.115,3468762571,87412816789.2,2.674,-0.043,-219.13,9.424,-219.13,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00285,2021-04-07 16:08:19,51.35,50.2,52.8,49.2,50.9,11543660,596025405.0,0.512,False,2007-12-20,500,0.05,,N/A,N/A,N/A,N/A,True,0.0,50.0,False,,,,7.073,51.632,-7.56,0.662,63.1,13.44223,63.1,0.61979,51.35,0,0.0,NORMAL,True,2253204500,115702051075.0,26452620830.0,6462190506.0,2.868,2253204500,115702051075.0,11.74,0.244,17.904,4.373,17.904,0.078,0.15,0.078,0.151,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00288,2021-04-07 16:08:19,6.89,6.73,7.01,6.73,6.7,75786471,522546366.0,0.514,False,2014-08-05,500,0.01,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,4.179,6.894,-18.019,0.919,7.615,5.9,9.435,2.52,6.85,0,0.0,NORMAL,True,14745520786,101596638215.54,77782622146.15,6443792583.482,0.437,14745520786,101596638215.54,5.275,0.082,15.766,1.306,15.766,0.315,4.57,0.315,4.571,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00291,2021-04-07 16:08:19,60.45,62.4,62.4,60.35,61.8,5162166,314288989.0,0.159,False,1970-01-01,2000,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,3.317,60.883,10.045,0.959,78.6,34.108,78.6,-11.4485,60.5,0,0.0,NORMAL,True,3244176905,196110493907.25,25278626443.76,2494772039.945,0.769,3244176905,196110493907.25,7.792,0.098,78.608,7.757,78.608,0.192,0.32,0.183,0.302,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00341,2021-04-07 16:08:19,16.92,17.02,17.04,16.8,16.92,432661,7303104.0,0.074,False,1986-07-16,2000,0.02,,N/A,N/A,N/A,N/A,True,0.0,70.0,True,1.1400000000000001,28000.0,60.0,1.418,16.879,10.0,0.857,18.3,13.42,25.96,-11.1735,16.84,0,0.0,NORMAL,True,585704033,9910112238.36,2828950479.39,73798708.158,0.126,585704033,9910112238.36,4.83,0.03,134.285,3.503,115.102,0.1,0.59,0.19,1.122,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00345,2021-04-07 16:08:19,29.3,29.6,29.95,29.15,29.8,1777856,52282935.0,0.167,False,1994-03-30,2000,0.05,,N/A,N/A,N/A,N/A,True,0.0,50.0,True,1.12,24000.0,60.0,2.685,29.407,25.234,1.163,36.6,25.712,46.51,-4.640666,29.3,0,0.0,NORMAL,True,1067187500,31268593750.0,3644445312.5,535728125.0,0.502,1067187500,31268593750.0,3.415,0.185,58.366,8.579,46.36,0.321,1.1,0.321,1.095,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00347,2021-04-07 16:08:20,4.48,4.08,4.57,4.08,3.99,57577942,253360744.0,4.079,False,1997-07-24,2000,0.01,,N/A,N/A,N/A,N/A,True,0.0,50.0,False,,,,12.281,4.4,-45.652,3.899,4.57,1.708,28.784989,-0.0654615,4.48,0,0.0,NORMAL,True,9405250201,42135520900.48,63137444599.313,2341907300.049,0.249,1411540000,6323699200.000001,6.713,0.037,17.991,0.667,17.991,0.062,1.38,0.062,1.383,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
