code,update_time,last_price,open_price,high_price,low_price,prev_close_price,volume,turnover,turnover_rate,suspension,listing_date,lot_size,price_spread,stock_owner,ask_price,bid_price,ask_vol,bid_vol,enable_margin,mortgage_ratio,long_margin_initial_ratio,enable_short_sell,short_sell_rate,short_available_volume,short_margin_initial_ratio,amplitude,avg_price,bid_ask_ratio,volume_ratio,highest52weeks_price,lowest52weeks_price,highest_history_price,lowest_history_price,close_price_5min,after_volume,after_turnover,sec_status,equity_valid,issued_shares,total_market_val,net_asset,net_profit,earning_per_share,outstanding_shares,circular_market_val,net_asset_per_share,ey_ratio,pe_ratio,pb_ratio,pe_ttm_ratio,dividend_ttm,dividend_ratio_ttm,dividend_lfy,dividend_lfy_ratio,wrt_valid,wrt_conversion_ratio,wrt_type,wrt_strike_price,wrt_maturity_date,wrt_end_trade,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,wrt_leverage,wrt_ipop,wrt_break_even_point,wrt_conversion_price,wrt_price_recovery_ratio,wrt_score,wrt_upper_strike_price,wrt_lower_strike_price,wrt_inline_price_status,wrt_issuer_code,option_valid,option_type,strike_time,option_strike_price,option_contract_size,option_open_interest,option_implied_volatility,option_premium,option_delta,option_gamma,option_vega,option_theta,option_rho,option_net_open_interest,option_expiry_date_distance,option_contract_nominal_value,option_owner_lot_multiplier,option_area_type,option_contract_multiplier,index_valid,index_raise_count,index_fall_count,index_equal_count,plate_valid,plate_raise_count,plate_fall_count,plate_equal_count,future_valid,future_last_settle_price,future_position,future_position_change,future_main_contract,future_last_trade_time,trust_valid,trust_dividend_yield,trust_aum,trust_outstanding_units,trust_netAssetValue,trust_premium,trust_assetClass,pre_price,pre_high_price,pre_low_price,pre_volume,pre_turnover,pre_change_val,pre_change_rate,pre_amplitude,after_price,after_high_price,after_low_price,after_change_val,after_change_rate,after_amplitude
HK.00027,2021-03-19 16:08:10,71.6,73.6,74.7,70.8,76.4,25272576,1824159705.0,0.581,False,1991-10-07,1000,0.05,,N/A,N/A,N/A,N/A,False,,,True,5.9973,19000.0,50.0,5.105,72.179,76.229,1.986,80.3,39.55,80.3,-4.68,71.9,0,0.0,NORMAL,True,4350106651,311467636211.6,67422302983.849,-3971647372.363,-0.913,4350106651,311467636211.6,15.499,-0.058,-78.422,4.619,-78.422,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00175,2021-03-19 16:08:10,23.95,24.55,24.55,23.55,24.7,69115567,1648196643.0,0.704,False,1973-02-23,1000,0.05,,N/A,N/A,N/A,N/A,False,,,True,0.9784,1366000.0,50.0,4.049,23.846,46.742,1.305,36.45,9.75,71.904,-1.172,24.0,0,0.0,NORMAL,True,9818701540,235157901883.0,67670491013.68,9013568013.72,0.918,9818701540,235157901883.0,6.892,0.104,26.089,3.475,33.125,0.235,0.98,0.235,0.981,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00241,2021-03-19 16:08:08,23.35,23.7,24.0,22.7,24.55,29631024,688021956.0,0.22,False,1972-07-06,2000,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,5.295,23.219,-15.559,0.624,30.15,11.12,30.15,0.068,23.3,0,0.0,NORMAL,True,13487076042,314923225580.7,17061151193.13,-13487076.042,-0.001,13487076042,314923225580.7,1.265,0.018,-23350.0,18.458,972.916,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00268,2021-03-19 16:08:10,26.7,26.1,26.8,25.7,26.9,20159136,530821505.0,0.581,False,2005-07-20,1000,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.0609,215000.0,60.0,4.089,26.331,-14.084,0.959,39.5,9.518,39.5,0.0516348,26.3,0,0.0,NORMAL,True,3468762571,92615960645.7,6462304669.773,412782745.949,0.119,3468762571,92615960645.7,1.863,0.005,224.369,14.331,2427.272,0.012,0.04,0.012,0.044,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00285,2021-03-19 16:08:10,42.65,44.05,44.05,42.0,45.1,9804546,418503810.0,0.435,False,2007-12-20,500,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.0789,255500.0,60.0,4.545,42.684,-36.574,1.046,63.1,10.92223,63.1,0.61979,42.5,0,0.0,NORMAL,True,2253204500,96099171925.0,21707372153.0,1748486692.0,0.776,2253204500,96099171925.0,9.634,0.178,54.961,4.427,24.753,0.078,0.18,0.078,0.182,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00288,2021-03-19 16:08:08,7.04,7.04,7.13,6.97,7.18,44028337,309923970.0,0.299,False,2014-08-05,500,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0499,280500.0,50.0,2.228,7.039,-37.571,1.422,7.685,5.615,9.435,2.52,6.99,0,0.0,NORMAL,True,14745520786,103808466333.44,70070714775.072,11354051005.22,0.77,14745520786,103808466333.44,4.752,0.134,9.142,1.481,11.034,0.315,4.47,0.315,4.474,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00291,2021-03-19 16:08:10,61.7,61.8,63.2,60.9,62.5,7432233,458870641.0,0.229,False,1970-01-01,2000,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,3.68,61.74,-41.068,0.644,78.6,31.658,78.6,-11.4485,61.5,0,0.0,NORMAL,True,3244176905,200165715038.5,24214536418.92,1433926192.01,0.442,3244176905,200165715038.5,7.464,0.068,139.592,8.266,120.038,0.192,0.31,0.183,0.296,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00341,2021-03-19 16:08:10,17.12,17.82,17.82,17.12,17.7,1893113,32891835.0,0.323,False,1986-07-16,2000,0.02,,N/A,N/A,N/A,N/A,False,,,True,1.1305,26000.0,60.0,3.955,17.374,83.188,2.734,18.3,12.5,25.96,-11.1735,17.54,0,0.0,NORMAL,True,585704033,10027253044.96,2828950479.39,73798708.158,0.126,585704033,10027253044.960001,4.83,0.03,135.873,3.544,116.462,0.1,0.58,0.19,1.109,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00345,2021-03-19 16:08:10,31.0,31.35,31.75,31.0,31.4,2920781,90996515.0,0.274,False,1994-03-30,2000,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.133,16000.0,60.0,2.389,31.154,27.3,2.197,36.6,22.678,46.51,-4.640666,31.05,0,0.0,NORMAL,True,1065157500,33019882500.0,3641773492.5,535774222.5,0.503,1065157500,33019882500.0,3.419,0.185,61.63,9.066,48.973,0.322,1.04,0.322,1.038,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00347,2021-03-19 16:08:10,4.28,4.24,4.28,4.15,4.19,17670600,74895348.0,1.252,False,1997-07-24,2000,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0887,364000.0,60.0,3.103,4.238,5.332,0.516,4.47,1.708,28.784989,-0.0654615,4.26,0,0.0,NORMAL,True,9405250201,40254470860.28,61491525814.138,1965697292.009,0.209,1411540000,6041391200.0,6.538,0.024,20.478,0.654,26.75,0.062,1.45,0.062,1.448,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
