code,update_time,last_price,open_price,high_price,low_price,prev_close_price,volume,turnover,turnover_rate,suspension,listing_date,lot_size,price_spread,stock_owner,ask_price,bid_price,ask_vol,bid_vol,enable_margin,mortgage_ratio,long_margin_initial_ratio,enable_short_sell,short_sell_rate,short_available_volume,short_margin_initial_ratio,amplitude,avg_price,bid_ask_ratio,volume_ratio,highest52weeks_price,lowest52weeks_price,highest_history_price,lowest_history_price,close_price_5min,after_volume,after_turnover,sec_status,equity_valid,issued_shares,total_market_val,net_asset,net_profit,earning_per_share,outstanding_shares,circular_market_val,net_asset_per_share,ey_ratio,pe_ratio,pb_ratio,pe_ttm_ratio,dividend_ttm,dividend_ratio_ttm,dividend_lfy,dividend_lfy_ratio,wrt_valid,wrt_conversion_ratio,wrt_type,wrt_strike_price,wrt_maturity_date,wrt_end_trade,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,wrt_leverage,wrt_ipop,wrt_break_even_point,wrt_conversion_price,wrt_price_recovery_ratio,wrt_score,wrt_upper_strike_price,wrt_lower_strike_price,wrt_inline_price_status,wrt_issuer_code,option_valid,option_type,strike_time,option_strike_price,option_contract_size,option_open_interest,option_implied_volatility,option_premium,option_delta,option_gamma,option_vega,option_theta,option_rho,option_net_open_interest,option_expiry_date_distance,option_contract_nominal_value,option_owner_lot_multiplier,option_area_type,option_contract_multiplier,index_valid,index_raise_count,index_fall_count,index_equal_count,plate_valid,plate_raise_count,plate_fall_count,plate_equal_count,future_valid,future_last_settle_price,future_position,future_position_change,future_main_contract,future_last_trade_time,trust_valid,trust_dividend_yield,trust_aum,trust_outstanding_units,trust_netAssetValue,trust_premium,trust_assetClass,pre_price,pre_high_price,pre_low_price,pre_volume,pre_turnover,pre_change_val,pre_change_rate,pre_amplitude,after_price,after_high_price,after_low_price,after_change_val,after_change_rate,after_amplitude
HK.00388,2021-04-30 16:08:20,470.0,476.2,479.0,468.2,480.0,4189807,1977423319.0,0.33,False,2000-06-27,100,0.2,,N/A,N/A,N/A,N/A,True,0.0,40.0,True,0.98,119000.0,50.0,2.25,471.96,20.902,1.045,582.54,234.03,582.54,-70.66,469.2,0,0.0,NORMAL,True,1267836895,595883340650.0,47226924338.75,11505619822.125,9.075,1267836895,595883340650.0,37.25,0.277,51.79,12.617,45.547,8.17,1.74,8.17,1.738,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00669,2021-04-30 16:08:18,141.6,143.8,144.7,140.0,146.3,3721098,528131901.0,0.203,False,1990-12-17,500,0.1,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,3.213,141.929,11.847,1.411,147.4,55.29,147.4,-5.88575,142.0,0,0.0,NORMAL,True,1832820441,259527374445.6,30278193685.32,6211428474.549,3.389,1832820441,259527374445.59998,16.52,0.205,41.782,8.571,41.782,1.109,0.78,1.029,0.726,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00688,2021-04-30 16:08:18,19.66,19.74,19.9,19.54,19.74,11148724,219194269.0,0.102,False,1992-08-20,500,0.02,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,1.824,19.66,39.029,0.644,27.43,14.92,29.98,-6.5326868,19.66,0,0.0,NORMAL,True,10944815035,215175063588.1,373108744543.15,52141098826.74,4.764,10944815035,215175063588.1,34.09,0.139,4.126,0.576,4.126,1.021,5.19,1.021,5.193,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00700,2021-04-30 16:08:20,623.0,627.5,627.5,620.0,631.5,11994726,7471779138.0,0.125,False,2004-06-16,100,0.5,,N/A,N/A,N/A,N/A,True,0.0,35.0,False,,,,1.188,622.922,21.863,0.882,775.5,398.8,775.5,-4.781,621.0,0,0.0,NORMAL,True,9594805917,5977564086291.0,838451709862.962,190380139005.114,19.842,9594805917,5977564086291.0,87.386,0.227,31.398,7.129,31.398,1.195,0.19,1.195,0.191,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00772,2021-04-30 16:08:20,81.0,82.9,82.9,79.55,82.9,1462245,117892553.0,0.144,False,2017-11-08,200,0.05,,N/A,N/A,N/A,N/A,True,0.0,45.0,False,,,,4.041,80.624,0.816,0.989,95.75,31.9,110.0,22.95,81.05,0,0.0,NORMAL,True,1018805679,82523259999.0,18022672461.51,-5353823843.145,-5.255,1018805679,82523259999.0,17.69,-0.297,-15.413,4.578,-15.413,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00780,2021-04-30 16:08:18,19.48,19.94,19.94,18.44,20.0,4516270,87101196.0,0.206,False,2018-11-26,400,0.02,,N/A,N/A,N/A,N/A,True,0.0,70.0,False,,,,7.5,19.286,-8.01,0.708,20.5,11.96,20.5,8.74,19.36,0,0.0,NORMAL,True,2192980075,42719251861.0,16732437972.25,390350453.35,0.178,2192980075,42719251861.0,7.63,0.023,109.438,2.553,109.438,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00788,2021-04-30 16:08:18,1.12,1.11,1.12,1.11,1.11,143454044,160225374.0,0.307,False,2018-08-08,2000,0.01,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,0.901,1.116,1.79,0.683,1.72411,1.03,2.31148,0.97148,1.11,0,0.0,NORMAL,True,176008471024,197129487546.88,223178741258.432,7744372725.056,0.044,46663856000,52263518720.00001,1.268,0.034,25.454,0.883,25.454,0.016,1.43,0.016,1.428,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00868,2021-04-30 16:08:20,27.55,26.65,27.7,26.5,26.7,8053424,220736238.0,0.199,False,2005-02-03,2000,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,4.494,27.408,-21.868,1.37,27.7,7.59,27.7,-2.88,27.5,0,0.0,NORMAL,True,4041424647,111341249024.85,27881788639.653,6421823764.083,1.589,4041424647,111341249024.85,6.899,0.23,17.337,3.993,17.337,0.468,1.7,0.546,1.981,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00883,2021-04-30 16:08:20,8.24,8.31,8.32,8.24,8.24,45154381,373231036.0,0.101,False,2001-02-28,1000,0.01,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,0.971,8.265,3.164,0.737,10.6,6.5,15.88,-6.646,8.26,0,0.0,NORMAL,True,44647455984,367895037308.16,516124591175.04,29690558229.36,0.665,44647455984,367895037308.16003,11.56,0.057,12.39,0.712,12.39,0.65,7.89,0.78,9.466,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00914,2021-04-30 16:08:20,46.45,46.85,46.85,46.45,46.9,8458057,394002834.0,0.651,False,1997-10-21,500,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,0.853,46.583,23.941,0.937,62.05,44.7,62.05,-9.2223046,46.55,0,0.0,NORMAL,True,5299302579,246152604794.55,200250045855.252,41843293163.784,7.896,1299600000,60366420000.0,37.788,0.214,5.882,1.229,5.735,2.179,4.69,2.179,4.691,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00968,2021-04-30 16:08:20,13.0,13.6,13.6,12.88,13.46,51519859,672165500.0,0.585,False,2013-12-12,2000,0.02,,N/A,N/A,N/A,N/A,True,0.0,70.0,False,,,,5.349,13.046,14.825,0.932,24.8,4.45,24.8,0.2057356,12.94,0,0.0,NORMAL,True,8809464660,114523040580.0,26525298091.26,4563302693.88,0.518,8809464660,114523040580.0,3.011,0.172,25.096,4.317,25.096,0.157,1.21,0.128,0.984,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00981,2021-04-30 16:08:20,25.05,25.25,25.35,25.0,25.2,13313150,334580862.0,0.223,False,2004-03-18,500,0.05,,N/A,N/A,N/A,N/A,True,0.0,50.0,False,,,,1.389,25.131,18.09,0.423,44.8,14.28,44.8,1.06,25.05,0,0.0,NORMAL,True,7899198076,197874911803.8,115644259832.64,5561035445.504,0.704,5957887532,149245082676.6,14.64,0.048,35.582,1.711,35.582,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00992,2021-04-30 16:08:20,10.68,10.56,10.74,10.4,10.56,26317258,280718301.0,0.219,False,1994-02-14,2000,0.02,,N/A,N/A,N/A,N/A,True,0.0,40.0,True,1.02,616000.0,60.0,3.22,10.666,-22.354,0.561,11.6,3.629,14.532,-2.949,10.64,0,0.0,NORMAL,True,12041705614,128605415957.52,30128347446.228,5153850002.792,0.428,12041705614,128605415957.51999,2.502,0.247,24.953,4.268,17.281,0.28,2.62,0.277,2.593,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01024,2021-04-30 16:08:20,263.0,270.0,271.0,258.8,272.6,3936380,1029587815.0,0.095,False,2021-02-05,100,0.2,,N/A,N/A,N/A,N/A,True,0.0,60.0,False,,,,4.475,261.557,-34.805,0.738,417.8,232.4,417.8,232.4,264.4,0,0.0,NORMAL,True,4158932037,1093799125731.0,-191111244964.224,-139270157123.019,-33.487,4158932037,1093799125731.0,-45.952,0.728,-7.853,0.0,-7.853,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01038,2021-04-30 16:08:20,47.6,47.5,47.6,47.1,47.8,1301912,61817348.0,0.049,False,1996-07-17,500,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,1.046,47.481,-8.417,1.637,48.3,35.75,69.34,-19.179,47.45,0,0.0,NORMAL,True,2650676042,126172179599.2,111442372833.806,7321167228.004,2.762,2650676042,126172179599.2,42.043,0.065,17.233,1.132,17.233,2.46,5.17,2.46,5.168,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01093,2021-04-30 16:08:18,9.62,9.67,9.8,9.53,9.82,30880807,297745887.0,0.258,False,1994-06-21,2000,0.01,,N/A,N/A,N/A,N/A,True,0.0,50.0,False,,,,2.749,9.641,-6.158,0.72,11.125,7.08,13.6186625,-0.8791563,9.64,0,0.0,NORMAL,True,11973769732,115187664821.84,26665585193.164,6166491411.98,0.515,11973769732,115187664821.84,2.227,0.231,18.679,4.319,18.679,0.163,1.69,0.125,1.299,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01109,2021-04-30 16:08:20,36.45,36.35,37.1,36.35,36.95,5206927,190315115.0,0.073,False,1996-11-08,2000,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,2.03,36.55,14.495,0.755,41.3,27.006,41.3,-2.4347193,36.5,0,0.0,NORMAL,True,7130939579,259922747654.55,240961579313.989,35305281855.629,4.951,7130939579,259922747654.55002,33.791,0.146,7.362,1.078,7.362,1.194,3.28,1.166,3.198,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01211,2021-04-30 16:08:19,160.3,166.4,166.4,159.0,168.8,11361787,1830239062.0,1.084,False,2002-07-31,500,0.1,,N/A,N/A,N/A,N/A,True,0.0,50.0,False,,,,4.384,161.087,42.041,1.443,278.4,41.33427,278.4,0.555502,160.4,0,0.0,NORMAL,True,2861142855,458641199656.5,97104327355.845,5029889139.09,1.758,1048000000,167994400000.0,33.939,0.053,91.183,4.723,88.563,0.063,0.04,0.063,0.039,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01263,2021-04-30 16:08:21,3.94,3.94,4.0,3.87,3.94,678000,2652760.0,0.178,False,2012-01-12,2000,0.01,,N/A,N/A,N/A,N/A,False,,,False,,,,3.299,3.912,30.198,0.286,5.98,0.98,7.225,-0.244,3.93,0,0.0,NORMAL,True,381067668,1501406611.92,1095950613.168,205776540.72,0.54,381067668,1501406611.92,2.876,0.187,7.296,1.369,7.296,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01299,2021-04-30 16:08:20,98.9,103.5,103.5,98.85,103.5,26629105,2667242540.0,0.22,False,2010-10-29,200,0.05,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,4.493,100.162,16.497,1.347,109.3,59.967,109.3,12.6498,99.0,0,0.0,NORMAL,True,12094977085,1196193233706.5,490318276048.815,44836080054.095,3.707,12094977085,1196193233706.5,40.539,0.091,26.679,2.439,26.679,1.283,1.3,1.265,1.279,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01337,2021-04-30 16:08:19,2.78,2.81,2.85,2.78,2.84,15608586,43736876.0,0.175,False,2017-11-13,1000,0.01,,N/A,N/A,N/A,N/A,True,0.0,90.0,False,,,,2.465,2.802,-22.619,1.003,3.36,1.02,5.49,0.89,2.8,0,0.0,NORMAL,True,8935444691,24840536240.98,4530270458.337,44677223.455,0.005,8935444691,24840536240.98,0.507,0.009,556.0,5.483,556.0,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01398,2021-04-30 16:08:20,5.06,5.19,5.22,5.04,5.25,583048290,2975514495.0,0.672,False,2006-10-27,1000,0.01,,N/A,N/A,N/A,N/A,True,0.0,40.0,False,,,,3.429,5.103,21.004,2.744,5.75,3.96,6.77788,-0.5400866,5.06,0,0.0,NORMAL,True,356406257089,1803415660870.34,3300678346901.229,375295788714.717,1.053,86794044550,439177865422.99994,9.261,0.114,4.805,0.546,4.782,0.287,5.67,0.287,5.671,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01458,2021-04-30 16:08:20,9.52,9.65,9.7,9.24,9.55,2194000,20765373.0,0.092,False,2016-11-11,500,0.01,,N/A,N/A,N/A,N/A,True,0.0,90.0,False,,,,4.817,9.464,-22.653,0.365,11.4,3.57,11.4,2.96,9.51,0,0.0,NORMAL,True,2383140500,22687497560.0,4883054884.5,181118678.0,0.076,2383140500,22687497560.0,2.049,0.037,125.263,4.646,125.263,0.11,1.16,0.11,1.155,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
