code,update_time,last_price,open_price,high_price,low_price,prev_close_price,volume,turnover,turnover_rate,suspension,listing_date,lot_size,price_spread,stock_owner,ask_price,bid_price,ask_vol,bid_vol,enable_margin,mortgage_ratio,long_margin_initial_ratio,enable_short_sell,short_sell_rate,short_available_volume,short_margin_initial_ratio,amplitude,avg_price,bid_ask_ratio,volume_ratio,highest52weeks_price,lowest52weeks_price,highest_history_price,lowest_history_price,close_price_5min,after_volume,after_turnover,sec_status,equity_valid,issued_shares,total_market_val,net_asset,net_profit,earning_per_share,outstanding_shares,circular_market_val,net_asset_per_share,ey_ratio,pe_ratio,pb_ratio,pe_ttm_ratio,dividend_ttm,dividend_ratio_ttm,dividend_lfy,dividend_lfy_ratio,wrt_valid,wrt_conversion_ratio,wrt_type,wrt_strike_price,wrt_maturity_date,wrt_end_trade,wrt_recovery_price,wrt_street_vol,wrt_issue_vol,wrt_street_ratio,wrt_delta,wrt_implied_volatility,wrt_premium,wrt_leverage,wrt_ipop,wrt_break_even_point,wrt_conversion_price,wrt_price_recovery_ratio,wrt_score,wrt_upper_strike_price,wrt_lower_strike_price,wrt_inline_price_status,wrt_issuer_code,option_valid,option_type,strike_time,option_strike_price,option_contract_size,option_open_interest,option_implied_volatility,option_premium,option_delta,option_gamma,option_vega,option_theta,option_rho,option_net_open_interest,option_expiry_date_distance,option_contract_nominal_value,option_owner_lot_multiplier,option_area_type,option_contract_multiplier,index_valid,index_raise_count,index_fall_count,index_equal_count,plate_valid,plate_raise_count,plate_fall_count,plate_equal_count,future_valid,future_last_settle_price,future_position,future_position_change,future_main_contract,future_last_trade_time,trust_valid,trust_dividend_yield,trust_aum,trust_outstanding_units,trust_netAssetValue,trust_premium,trust_assetClass,pre_price,pre_high_price,pre_low_price,pre_volume,pre_turnover,pre_change_val,pre_change_rate,pre_amplitude,after_price,after_high_price,after_low_price,after_change_val,after_change_rate,after_amplitude
HK.00669,2021-03-05 16:08:56,117.6,112.4,121.5,112.4,121.4,14181373,1672469648.0,0.774,False,1990-12-17,500,0.1,,N/A,N/A,N/A,N/A,False,,,False,,,,7.496,117.934,28.464,2.777,132.0,40.99,132.0,-5.88575,117.6,0,0.0,NORMAL,True,1832820441,215539683861.6,30278193685.32,6211428474.549,3.389,1832820441,215539683861.59998,16.52,0.205,34.7,7.118,34.7,1.109,0.94,1.029,0.875,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00700,2021-03-05 16:08:55,679.0,668.5,695.0,667.0,690.0,27137066,18457588278.0,0.283,False,2004-06-16,100,0.5,,N/A,N/A,N/A,N/A,False,,,True,0.9155,1433100.0,60.0,4.058,680.161,41.542,1.043,775.5,324.0,775.5,-4.781,680.5,0,0.0,NORMAL,True,9594524331,6514682020749.0,675608025291.696,103006813217.616,10.736,9594524331,6514682020749.0,70.416,0.202,63.245,9.642,47.642,1.195,0.18,1.195,0.175,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00772,2021-03-05 16:08:53,68.05,66.4,69.1,64.65,68.7,4926305,329744562.0,0.485,False,2017-11-08,200,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,6.477,66.935,0.441,1.643,95.75,25.95,110.0,22.95,68.3,0,0.0,NORMAL,True,1015781716,69123945773.8,18269849943.976,1214874932.336,1.196,1015781716,69123945773.8,17.986,-0.157,56.897,3.783,-23.952,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00780,2021-03-05 16:08:53,15.4,16.16,16.2,15.1,16.82,21626680,337207083.0,0.987,False,2018-11-26,400,0.02,,N/A,N/A,N/A,N/A,True,40.0,70.0,False,,,,6.54,15.592,-16.667,1.61,19.2,8.74,19.98,8.74,15.28,0,0.0,NORMAL,True,2191614114,33750857355.6,16226710900.056,753915255.216,0.344,2191614114,33750857355.600002,7.404,0.021,44.767,2.079,96.855,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00788,2021-03-05 16:08:56,1.23,1.16,1.24,1.15,1.17,1026497550,1239701071.0,2.2,False,2018-08-08,2000,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0352,16150000.0,60.0,7.692,1.207,14.528,1.904,1.91411,1.03,2.31148,0.97148,1.24,0,0.0,NORMAL,True,176008471024,216490419359.52,203465792503.744,5808279543.792,0.033,46663856000,57396542880.0,1.156,0.03,37.272,1.064,35.142,0.016,1.3,0.016,1.3,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00883,2021-03-05 16:08:53,9.31,9.34,9.39,9.01,9.09,281304474,2590263779.0,0.63,False,2001-02-28,1000,0.01,,N/A,N/A,N/A,N/A,False,,,True,0.9533,4593000.0,60.0,4.18,9.208,-59.282,0.961,10.6,5.59,15.88,-6.646,9.31,0,0.0,NORMAL,True,44647455984,415667815211.04,494917049582.64,66881889064.032,1.498,44647455984,415667815211.04004,11.085,0.09,6.214,0.839,9.319,0.65,6.98,0.78,8.378,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00914,2021-03-05 16:08:53,49.7,50.5,50.5,48.9,50.75,11744818,580989013.0,0.904,False,1997-10-21,500,0.05,,N/A,N/A,N/A,N/A,False,,,True,1.0212,140000.0,60.0,3.153,49.467,3.017,1.098,62.05,42.46547,62.05,-9.2222846,49.7,0,0.0,NORMAL,True,5299302579,263375338176.3,175300929313.32,36734765477.628,6.932,1299600000,64590120000.0,33.08,0.215,7.169,1.502,6.971,2.179,4.38,2.179,4.384,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00968,2021-03-05 16:08:53,12.86,12.68,13.66,12.36,13.14,200415909,2622168307.0,2.275,False,2013-12-12,2000,0.02,,N/A,N/A,N/A,N/A,False,,,False,,,,9.893,13.083,3.006,2.01,24.8,3.55,24.8,0.2057356,12.92,0,0.0,NORMAL,True,8809257216,113287047797.76,26524673477.376,4563195237.888,0.518,8809257216,113287047797.76,3.011,0.172,24.826,4.271,24.826,0.157,1.22,0.128,0.995,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00981,2021-03-05 16:08:56,26.85,26.0,27.25,25.8,27.25,94315539,2495048612.0,1.583,False,2004-03-18,500,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,5.321,26.454,-20.945,0.741,44.8,11.18,44.8,1.06,26.6,0,0.0,NORMAL,True,7896350532,212017011784.2,115302510468.264,1816160622.36,0.23,5957887532,159969280234.2,14.602,0.027,116.739,1.838,67.803,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.00992,2021-03-05 16:08:55,9.98,9.77,10.06,9.3,9.96,81049108,801109772.0,0.673,False,1994-02-14,2000,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0336,604000.0,60.0,7.631,9.884,-49.777,1.132,11.12,3.259,14.532,-2.949,10.0,0,0.0,NORMAL,True,12041705614,120176222027.72,30128347446.228,5153850002.792,0.428,12041705614,120176222027.72,2.502,0.247,23.317,3.988,16.148,0.28,2.81,0.277,2.775,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01024,2021-03-05 16:08:53,285.0,293.2,295.0,282.0,299.6,8328260,2388649365.0,0.2,False,2021-02-05,100,0.2,,N/A,N/A,N/A,N/A,False,,,True,0.9652,367000.0,60.0,4.339,286.812,18.142,0.759,417.8,282.0,417.8,282.0,284.4,0,0.0,NORMAL,True,4158932037,1185295630545.0,-177320226329.532,-23489648144.976,-5.648,4158932037,1185295630545.0,-42.636,0.777,-50.46,0.0,-8.592,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01093,2021-03-05 16:08:56,8.28,8.28,8.38,8.05,8.4,69993030,573787382.0,0.585,False,1994-06-21,2000,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.081,1374000.0,60.0,3.929,8.197,-19.359,1.087,11.125,6.6916296,13.6186625,-0.8791563,8.27,0,0.0,NORMAL,True,11973769732,99142813380.96,22402923168.572,4083055478.612,0.341,11973769732,99142813380.95999,1.871,0.219,24.281,4.425,20.145,0.163,1.97,0.125,1.509,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01211,2021-03-05 16:08:55,195.0,183.6,204.0,183.6,197.0,17216600,3345954788.0,1.643,False,2002-07-31,500,0.1,,N/A,N/A,N/A,N/A,False,,,True,0.9802,336000.0,60.0,10.355,194.344,-24.042,0.992,278.4,33.43427,278.4,0.555502,195.8,0,0.0,NORMAL,True,2861142855,557922856725.0,68870569662.705,1768186284.39,0.618,1048000000,204360000000.0,24.071,0.056,315.533,8.101,143.593,0.063,0.03,0.063,0.032,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01299,2021-03-05 16:08:56,98.1,95.6,98.7,95.6,99.85,19693796,1920389308.0,0.163,False,2010-10-29,200,0.05,,N/A,N/A,N/A,N/A,False,,,True,0.9892,82800.0,60.0,3.105,97.512,-45.63,0.814,109.3,58.767,109.3,12.6498,97.9,0,0.0,NORMAL,True,12094944139,1186514020035.9,440231776771.322,51669601361.808,4.272,12094944139,1186514020035.9,36.398,0.096,22.963,2.695,27.814,1.283,1.31,1.265,1.289,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01337,2021-03-05 16:08:55,2.34,2.33,2.43,2.21,2.42,43940132,103033750.0,0.495,False,2017-11-13,1000,0.01,,N/A,N/A,N/A,N/A,True,20.0,90.0,False,,,,9.091,2.344,32.109,1.241,3.36,0.89,5.49,0.89,2.36,0,0.0,NORMAL,True,8868972033,20753394557.22,4292582463.972,-656303930.442,-0.074,8868972033,20753394557.219997,0.484,-0.097,-31.621,4.834,-49.787,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01458,2021-03-05 16:08:55,8.27,8.29,8.32,8.01,8.53,24073000,196517745.0,1.01,False,2016-11-11,500,0.01,,N/A,N/A,N/A,N/A,True,20.0,90.0,False,,,,3.634,8.163,-54.695,2.191,11.4,3.43,11.4,2.96,8.26,0,0.0,NORMAL,True,2383140500,19708571935.0,4468388437.5,445647273.5,0.187,2383140500,19708571935.0,1.875,0.033,44.224,4.41,133.387,0.11,1.33,0.11,1.33,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01478,2021-03-05 16:08:55,14.24,14.0,14.56,13.62,14.56,4616000,65065050.0,0.394,False,2014-12-02,1000,0.02,,N/A,N/A,N/A,N/A,False,,,False,,,,6.456,14.095,5.517,0.727,18.2,7.61,23.054,0.725,14.24,0,0.0,NORMAL,True,1172250680,16692849683.2,3541369304.28,608398102.92,0.519,1172250680,16692849683.2,3.021,0.22,27.437,4.713,21.381,0.1,0.7,0.1,0.702,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01810,2021-03-05 16:08:54,24.45,24.5,25.3,23.7,25.4,290025969,7068723943.0,1.151,False,2018-07-09,200,0.05,,N/A,N/A,N/A,N/A,False,,,True,0.9294,9585800.0,60.0,6.299,24.372,38.977,1.593,35.9,9.2,35.9,8.28,24.65,0,0.0,NORMAL,True,25201339102,616172741043.9,110986697405.208,10987783848.472,0.436,25201339102,616172741043.9,4.404,0.14,56.077,5.551,39.435,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01833,2021-03-05 16:08:56,104.1,102.5,104.9,100.1,107.1,9377104,963149112.0,0.817,False,2018-05-04,100,0.1,,N/A,N/A,N/A,N/A,False,,,True,1.0573,109200.0,60.0,4.482,102.712,-33.579,1.472,148.5,56.0,148.5,23.6,104.2,0,0.0,NORMAL,True,1147294200,119433326220.0,18962478537.6,-1135821258.0,-0.99,1147294200,119433326220.0,16.528,-0.059,-105.151,6.298,-105.151,0.0,0.0,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01876,2021-03-05 16:08:56,23.1,22.55,23.25,22.2,22.7,11447121,261954009.0,0.086,False,2019-09-30,100,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,4.626,22.883,1.259,1.022,29.5,17.7961,32.4461,17.7961,23.2,0,0.0,NORMAL,True,13243397000,305922470700.0,82863935029.0,3986262497.0,0.301,13243397000,305922470700.0,6.257,0.048,76.744,3.691,76.744,0.204,0.88,0.204,0.883,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01913,2021-03-05 16:08:56,46.0,46.5,46.6,44.6,45.95,1363279,62714851.0,0.053,False,2011-06-24,100,0.05,,N/A,N/A,N/A,N/A,False,,,False,,,,4.353,46.002,-56.89,1.178,51.5,18.38,78.48986,16.9413,46.0,0,0.0,NORMAL,True,2558824000,117705904000.0,24851298688.0,2185235696.0,0.854,2558824000,117705904000.0,9.712,-0.034,53.864,4.736,-137.313,0.533,1.16,0.533,1.158,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.01928,2021-03-05 16:08:56,37.1,36.8,37.5,36.35,37.9,22107927,819913433.0,0.273,False,2009-11-30,400,0.05,,N/A,N/A,N/A,N/A,False,,,True,6.0496,62800.0,60.0,3.034,37.086,-5.935,1.419,40.0,25.15,56.2,-7.14998,37.05,0,0.0,NORMAL,True,8091176466,300182646888.6,14952494109.168,-11805026463.894,-1.459,8091176466,300182646888.60004,1.848,-0.789,-25.428,20.075,-25.428,0.99,2.67,0.0,0.0,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HK.02007,2021-03-05 16:08:56,9.29,9.49,9.49,9.18,9.39,25647863,238428963.0,0.116,False,2007-04-20,1000,0.01,,N/A,N/A,N/A,N/A,False,,,True,1.0864,380000.0,60.0,3.301,9.296,16.078,0.721,11.44,6.7542,17.4372,-1.94842,9.32,0,0.0,NORMAL,True,22035408726,204708947064.54,177539288105.382,43541967642.576,1.976,22035408726,204708947064.53998,8.057,0.235,4.701,1.153,4.892,0.603,6.49,0.619,6.663,False,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,False,,,,False,,,,False,,,,,,False,,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
